study_name,scenario,scenario_label,scenario_group,protocol,protocol_label,seed,node_count,area_size,initial_energy,rounds_completed,fnd,hnd,lnd,average_residual_energy_over_time,average_residual_energy_final_round,packet_delivery_ratio,transmission_success_ratio,end_to_end_delay,throughput_bits_per_round,average_aoi,hazardous_event_delivery_success_rate,packets_generated,packets_attempted,packets_suppressed,packets_delivered,hazardous_packets_generated,hazardous_packets_attempted,hazardous_packets_delivered
main_comparisons,hazardous_spike,Hazardous Spike,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,17,36,100.0,0.09,260,260,260,260,0.04759289182596104,0.009620925964253799,0.8385683760683761,1.0,1.1712320040769524,120753.84615384616,0.3405982905982906,1.0,9360,7849,1511,7849,2453,2453,2453
main_comparisons,hotspot_heavy,Hotspot Heavy,evaluation,standard_leach,LEACH,17,36,100.0,0.09,237,81,153,237,0.028640883220653085,0.0,0.9767018565708045,0.9767018565708045,1.6120014908684308,90565.40084388186,18.60337552742616,0.9743968488429345,5494,5494,0,5366,2031,2031,1979
main_comparisons,hotspot_heavy,Hotspot Heavy,evaluation,energy_aware_leach,EA-LEACH,17,36,100.0,0.09,162,112,143,162,0.037409775952594426,0.0,0.9719423038925114,0.9719423038925114,1.7281967879650335,121456.79012345678,2.1088820301783264,0.9813333333333333,5061,5061,0,4919,1875,1875,1840
main_comparisons,hotspot_heavy,Hotspot Heavy,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,17,36,100.0,0.09,260,175,256,260,0.037682545674588806,0.00202827896378926,0.9892736388014457,0.9981178684860604,1.1930465527401297,130538.46153846153,2.8340811965811965,0.9970306829429231,8577,8501,76,8485,3031,3031,3022
main_comparisons,normal,Normal,evaluation,standard_leach,LEACH,19,36,100.0,0.09,211,70,157,211,0.031133166887050635,0.0,0.9673300788584304,0.9673300788584304,1.6591614906832297,97668.24644549763,12.163770405476566,1.0,5326,5326,0,5152,0,0,0
main_comparisons,normal,Normal,evaluation,energy_aware_leach,EA-LEACH,19,36,100.0,0.09,162,114,135,162,0.03677238076436059,0.0,0.9641264693960275,0.9641264693960275,1.7786420012612991,117456.79012345678,2.6815843621399176,1.0,4934,4934,0,4757,0,0,0
main_comparisons,normal,Normal,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,19,36,100.0,0.09,260,260,260,260,0.0547882742838246,0.02560443104264831,0.7055555555555556,1.0,1.1447607510599636,101600.0,0.6245726495726497,1.0,9360,6604,2756,6604,0,0,0
main_comparisons,rising_warning,Rising Warning,evaluation,standard_leach,LEACH,19,36,100.0,0.09,216,87,144,216,0.029902771391811647,0.0,0.9686484419805008,0.9686484419805008,1.686994276692323,93833.33333333333,14.591049382716049,0.9362582781456954,5231,5231,0,5067,1208,1208,1131
main_comparisons,rising_warning,Rising Warning,evaluation,energy_aware_leach,EA-LEACH,19,36,100.0,0.09,187,116,134,187,0.03135405424956407,0.0,0.9802986312733306,0.9802986312733306,1.806854241590861,101112.29946524065,8.367349970291146,0.9511111111111111,4822,4822,0,4727,900,900,856
main_comparisons,rising_warning,Rising Warning,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,19,36,100.0,0.09,260,229,260,260,0.0420436096243054,0.0037945210158043074,0.9960560911481157,0.9984625521634087,1.1447426308842938,139876.92307692306,0.275,0.9968116602140742,9128,9106,22,9092,4391,4391,4377
main_comparisons,hazardous_spike,Hazardous Spike,evaluation,standard_leach,LEACH,19,36,100.0,0.09,203,70,146,203,0.03216742440910154,0.0,0.9709324273310683,0.9709324273310683,1.6576594090202177,101359.60591133004,9.837712096332787,0.9445865302642796,5298,5298,0,5144,1173,1173,1108
main_comparisons,hazardous_spike,Hazardous Spike,evaluation,energy_aware_leach,EA-LEACH,19,36,100.0,0.09,180,114,135,180,0.03283836338152083,0.0,0.9723014256619145,0.9723014256619145,1.7744030163385003,106088.88888888889,6.205401234567901,0.8293963254593176,4910,4910,0,4774,762,762,632
main_comparisons,hazardous_spike,Hazardous Spike,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,19,36,100.0,0.09,260,260,260,260,0.04927613156517119,0.013033548331073674,0.8221153846153846,1.0,1.1628330084470435,118384.61538461539,0.3810897435897436,1.0,9360,7695,1665,7695,2482,2482,2482
main_comparisons,hotspot_heavy,Hotspot Heavy,evaluation,standard_leach,LEACH,19,36,100.0,0.09,213,92,156,213,0.031412547739815215,0.0,0.9805242082271569,0.9805242082271569,1.5836272507889364,101164.31924882629,10.638758476786649,0.9753086419753086,5494,5494,0,5387,1053,1053,1027
main_comparisons,hotspot_heavy,Hotspot Heavy,evaluation,energy_aware_leach,EA-LEACH,19,36,100.0,0.09,190,126,138,190,0.032147775818404306,0.0,0.9795114263199369,0.9795114263199369,1.6896621078037006,104673.68421052632,7.117105263157895,0.9860696517412936,5076,5076,0,4972,1005,1005,991
main_comparisons,hotspot_heavy,Hotspot Heavy,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,19,36,100.0,0.09,260,160,237,260,0.03568707180493202,0.00027514870716122293,0.9855177407675597,0.9960966089290071,1.2145481263776634,125630.76923076923,3.5447649572649573,0.9961240310077519,8286,8198,88,8166,1548,1548,1542
main_comparisons,normal,Normal,evaluation,standard_leach,LEACH,23,36,100.0,0.09,230,101,148,230,0.028544255860087183,0.0,0.9785859331733432,0.9785859331733432,1.633465383889832,92191.30434782608,15.885507246376811,1.0,5417,5417,0,5301,0,0,0
main_comparisons,normal,Normal,evaluation,energy_aware_leach,EA-LEACH,23,36,100.0,0.09,158,114,136,158,0.03773877696337567,0.0,0.9669792091316755,0.9669792091316755,1.7881534569983137,120101.26582278482,1.9875175808720116,1.0,4906,4906,0,4744,0,0,0
main_comparisons,normal,Normal,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,23,36,100.0,0.09,260,260,260,260,0.05544796709919824,0.02628934473864512,0.6829059829059829,1.0,1.1591051314142677,98338.46153846153,0.6808760683760684,1.0,9360,6392,2968,6392,0,0,0
main_comparisons,rising_warning,Rising Warning,evaluation,standard_leach,LEACH,23,36,100.0,0.09,227,77,143,227,0.028680772748759117,0.0,0.9737983034872761,0.9737983034872761,1.6716995741385985,91030.83700440529,16.543073910915318,0.9431900946831755,5305,5305,0,5166,1373,1373,1295
main_comparisons,rising_warning,Rising Warning,evaluation,energy_aware_leach,EA-LEACH,23,36,100.0,0.09,177,113,137,177,0.033672094567974827,0.0,0.9793396799675916,0.9793396799675916,1.7838676318510858,109265.53672316384,5.316227244193346,0.9545893719806763,4937,4937,0,4835,1035,1035,988
main_comparisons,rising_warning,Rising Warning,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,23,36,100.0,0.09,260,241,260,260,0.04245952379414339,0.0031588916972575794,0.9982747466034074,0.9990288119132406,1.1376107150572479,142430.76923076922,0.06848290598290598,0.9980544747081712,9274,9267,7,9258,4626,4626,4617
main_comparisons,hazardous_spike,Hazardous Spike,evaluation,standard_leach,LEACH,23,36,100.0,0.09,218,90,151,218,0.030037238561204455,0.0,0.963053263315829,0.963053263315829,1.6560856864654332,94220.18348623853,13.736111111111109,0.8905047048759623,5332,5332,0,5135,1169,1169,1041
main_comparisons,hazardous_spike,Hazardous Spike,evaluation,energy_aware_leach,EA-LEACH,23,36,100.0,0.09,191,116,137,191,0.03118294200849179,0.0,0.9636765001003411,0.9636765001003411,1.7667638483965014,100565.44502617801,8.176119837114603,0.8102815177478581,4983,4983,0,4802,817,817,662
